"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000028057",19.7412694094819,0.70237439722298,0.495583408155765,1.4172677810921,0.156404651222439,0.290195278158824,"BP","Rit1","19769",NA,"GO:0000166",NA
"ENSMUSG00000061130",3.01004121372676,-1.07794166978501,0.760802027167241,-1.41684910304274,0.15652704990254,0.290372158283668,"BP","Ppm1b","19043",NA,"GO:0000287","04010"
"ENSMUSG00000069520",3.83471789120575,1.07661676118119,0.759993323332241,1.41661344662962,0.156595974958219,0.290449795876863,"BP","Tmem19","67226","ENSMUSP00000089808","GO:0003674",NA
"ENSMUSG00000002280",49.4825805977311,0.522258010381104,0.368752938827859,1.41628162216466,0.15669306637272,0.29057963976604,"BP","Narfl","67563",NA,"GO:0001666",NA
"ENSMUSG00000066640",9.85968292150743,1.0137986170418,0.716016734452309,1.41588676389982,0.156808660864982,0.290743745896911,"BP","Fbxl18","231863",NA,"GO:0005515",NA
"ENSMUSG00000020484",235.364464167209,0.256758643979492,0.181363780552055,1.41571069591702,0.156860225486778,0.29076398783621,"BP","Xbp1","22433",NA,"GO:0000977","04141"
"ENSMUSG00000048967",5.04709017892457,1.04149855156997,0.735695937292331,1.41566440532909,0.156873784637955,0.29076398783621,"BP","Ndufa13","67184","ENSMUSP00000105796","GO:0003954","00190"
"ENSMUSG00000016427",84.1694418871031,0.396578422060761,0.280226493924848,1.4152067369016,0.157007889854856,0.29096228059473,"BP","Ndufa1","54405","ENSMUSP00000016571","GO:0005739","00190"
"ENSMUSG00000040414",4.40303205128577,1.06421770772739,0.752091476976372,1.41501099308538,0.157065272897952,0.291018084853819,"BP","Slc25a28","246696","ENSMUSP00000036913","GO:0005739",NA
"ENSMUSG00000092203",16.506565238925,0.797883576062469,0.563907612781399,1.41491896540821,0.157092256654406,0.291018084853819,"BP","1110038B12Rik","68763",NA,"GO:0003674",NA
"ENSMUSG00000026069",1.94685847538389,1.02508120580988,0.724621712425994,1.41464323830149,0.157173124598164,0.291117624428367,"BP","Il1rl1","17082",NA,"GO:0002113",NA
"ENSMUSG00000021189",12.2936292561131,-0.86965203689385,0.614852136421501,-1.41440841688428,0.157242020196397,0.29118603140139,"BP","Atxn3","110616",NA,"GO:0000226","04141"
"ENSMUSG00000029447",528.22175029259,0.171483945144232,0.12124727614699,1.41433235115599,0.157264342462682,0.29118603140139,NA,NA,NA,NA,NA,NA
"ENSMUSG00000032565",37.446497542473,0.551451189974767,0.389997511919659,1.4139864309913,0.157365886571243,0.291323767236635,"BP","Nudt16","75686","ENSMUSP00000140976","GO:0000166",NA
"ENSMUSG00000020623",5.21947764174847,-1.06726156895417,0.755447294214968,-1.41275450600856,0.157727919047577,0.291943601715391,"BP","Map2k6","26399",NA,"GO:0000165","04010"
"ENSMUSG00000000486",47.3889840993546,-0.522102734963842,0.369793878818572,-1.41187500623826,0.157986768207324,0.292321843623348,"BP","Sept1","54204",NA,"GO:0000166","05100"
"ENSMUSG00000070056",4.7580220331479,1.0536196915862,0.746226361405274,1.4119304088937,0.157970452936259,0.292321843623348,"BP","Mfhas1","52065","ENSMUSP00000044135","GO:0003674",NA
"ENSMUSG00000095687",6.61288784733327,1.01806377845287,0.72128499862391,1.41145841157818,0.158109490119228,0.292498466976906,"CC","Rnaset2a","100037283","ENSMUSP00000095031","GO:0004540",NA
"ENSMUSG00000035198",176.490495697986,0.282025374659626,0.199902808365357,1.41081246914838,0.158299916835852,0.292775478890642,"BP","Tubg1","103733","ENSMUSP00000048036","GO:0000166",NA
"ENSMUSG00000057156",13.4074708413409,-0.864361501275691,0.612689765644367,-1.41076536567677,0.158313809940773,0.292775478890642,"BP","Homez","239099",NA,"GO:0000122",NA
"ENSMUSG00000040528",62.3690289483841,0.446319357815721,0.316410205814124,1.41057193988841,0.158370870294281,0.292830523356954,"BP","Milr1","380732",NA,"GO:0005515",NA
"ENSMUSG00000034758",9.43085737827462,-0.908865397065421,0.644408284290181,-1.41038751242396,0.158425290654871,0.292842207186257,"BP","Tle6","114606",NA,"GO:0005515",NA
"ENSMUSG00000063286",7.5034846642249,1.01207497399976,0.717597647500658,1.41036551265845,0.15843178323164,0.292842207186257,NA,NA,NA,NA,NA,NA
"ENSMUSG00000016253",88.2609794618613,0.388096290610263,0.275201410224245,1.41022638762653,0.158472846514193,0.292867648131656,"BP","Nelfcd","57314",NA,"GO:0005634",NA
"ENSMUSG00000028189",11.22848889592,-0.898190003165319,0.636998275359682,-1.41003521973141,0.158529283588085,0.29292148713968,"BP","Ctbs","74245",NA,"GO:0004553",NA
"ENSMUSG00000024446",48.8874714992362,0.485011321638195,0.344073567849186,1.40961517233078,0.158653344500792,0.293100237610556,"BP","Rpp21","67676",NA,"GO:0004526","03013"
"ENSMUSG00000026198",5.50544993716744,-1.05609247793718,0.749419019959149,-1.40921493825276,0.158771621914142,0.29326824378356,"BP","Abcb6","74104",NA,"GO:0000166","02010"
"ENSMUSG00000027612",8.69854710968608,0.929093720414688,0.659405639484962,1.40898661579596,0.15883912579319,0.293342424084928,"BP","Mmp24","17391","ENSMUSP00000029141","GO:0004222",NA
"ENSMUSG00000024563",51.193922860564,-0.487715254683737,0.346214971978969,-1.40870642276373,0.158921994968203,0.293444950433543,"BP","Smad2","17126",NA,"GO:0000790","04110"
"ENSMUSG00000025226",17.3215485596325,0.755615164066367,0.536544153178921,1.40830006177403,0.159042237387298,0.293616438253474,"BP","Fbxl15","68431",NA,"GO:0000086",NA
"ENSMUSG00000002010",282.351036259331,0.211820649487543,0.150498099680475,1.40746394763298,0.159289860514636,0.294022990984345,"BP","Idh3g","15929",NA,"GO:0000166","00020"
"ENSMUSG00000079508",15.6675992464891,0.780171207963388,0.554411848493965,1.40720514917329,0.159366565215496,0.294113970691869,"BP","Apoo","68316","ENSMUSP00000109529","GO:0000139",NA
"ENSMUSG00000038332",11.3619376595443,-0.965593898592214,0.686245136550983,-1.40706847620839,0.159407084685435,0.29413815006972,"BP","Sesn1","140742",NA,"GO:0005515","04115"
"ENSMUSG00000019948",94.3575725177417,0.371186773324201,0.264067743303955,1.4056498104615,0.159828137300954,0.294762980396189,"BP","Actr6","67019","ENSMUSP00000020109","GO:0003674",NA
"ENSMUSG00000020745",78.2825094981325,0.402839168977551,0.286553008016766,1.40581029585277,0.159780463925498,0.294762980396189,"BP","Pafah1b1","18472",NA,"GO:0000132","00565"
"ENSMUSG00000021759",83.5960009389619,-0.399795495294121,0.284413049450066,-1.40568618798313,0.159817330145771,0.294762980396189,"BP","Plpp1","19012",NA,"GO:0005886","00561"
"ENSMUSG00000018377",24.6654850464906,-0.680148394980446,0.483914707016108,-1.40551296565121,0.159868796562285,0.294787289364076,"BP","Vezf1","22344","ENSMUSP00000138880","GO:0001525",NA
"ENSMUSG00000039849",62.4465783441311,-0.447130822339538,0.318163747095216,-1.40534811530783,0.159917787199318,0.294826949832322,"BP","Pcif1","228866","ENSMUSP00000039555","GO:0003674",NA
"ENSMUSG00000055561",1.2314995551286,0.945733628240244,0.673042574261415,1.40516167090629,0.159973208891404,0.294878451028691,"BP","Spink5","72432","ENSMUSP00000066214","GO:0002787",NA
"ENSMUSG00000043881",1.77657769231168,-1.01904648696688,0.725359350104576,-1.40488502260289,0.160055470982635,0.294979400910791,"CC","Kbtbd7","211255","ENSMUSP00000060768","GO:0004842",NA
"ENSMUSG00000089902",2.41228893527058,-1.04987803798545,0.748047902708826,-1.40349038368216,0.16047065755694,0.295693784656622,NA,NA,NA,NA,NA,NA
"ENSMUSG00000061207",15.996580229708,0.772927916059272,0.551090671880051,1.40254218679191,0.160753402012591,0.296163918391048,"BP","Stk19","54402",NA,"GO:0000166",NA
"ENSMUSG00000020263",10.3884474298558,-0.922540931325044,0.657866761840103,-1.40232184514783,0.160819159933838,0.296234194328677,"BP","Appl2","216190",NA,"GO:0005634",NA
"ENSMUSG00000026471",11.6175774532111,-0.903012539965764,0.644083305159454,-1.40201202659989,0.160911655377914,0.29635368908056,"BP","Mr1","15064",NA,"GO:0002367",NA
"ENSMUSG00000001105",37.1742256633533,0.582570393128196,0.415586769634039,1.40180206805236,0.16097436074748,0.296367417556026,"BP","Ift20","55978",NA,"GO:0001736",NA
"ENSMUSG00000003344",16.9095521168668,-0.761594331796269,0.543287785588231,-1.40182487440183,0.160967548601954,0.296367417556026,"BP","Btbd2","208198",NA,"GO:0000932",NA
"ENSMUSG00000029554",53.3101414237381,-0.51236201206637,0.365538517203556,-1.40166354009981,0.161015743051482,0.296392740469509,"BP","Mad1l1","17120",NA,"GO:0000775","04110"
"ENSMUSG00000024544",43.7289029758095,0.511850794142633,0.365370799921066,1.40090777438485,0.161241653652656,0.296757670335511,"BP","Ldlrad4","52662","ENSMUSP00000068471","GO:0005768",NA
"ENSMUSG00000031628",48.3468172901618,-0.511097222504549,0.364947412458321,-1.4004681361124,0.161373178733442,0.29694879270195,"BP","Casp3","12367","ENSMUSP00000147767","GO:0001782","04010"
"ENSMUSG00000104973",7.10027442209733,1.00608749442065,0.718458493759444,1.40034184738515,0.161410975076338,0.296967405353963,NA,NA,NA,NA,NA,NA
"ENSMUSG00000024735",87.4671402793337,-0.381869157498305,0.272837754357225,-1.39961992576117,0.161627163855971,0.2973141656116,"BP","Prpf19","28000",NA,"GO:0000209","03040"
"ENSMUSG00000031816",62.502747344026,-0.447542702438525,0.319812843572651,-1.39938939737065,0.161696244600069,0.297390247226048,"BP","Mthfsd","234814",NA,"GO:0000166",NA
"ENSMUSG00000021814",89.7415903016983,0.370171543774798,0.264543967229836,1.39928174379117,0.161728511989421,0.297398607580136,"BP","Anxa7","11750",NA,"GO:0005178",NA
"ENSMUSG00000060716",4.91972941477911,-1.04309889701722,0.74552448660865,-1.39914773525712,0.161768685634647,0.297421501197685,"BP","Plekhh1","211945","ENSMUSP00000049460","GO:0003674",NA
"ENSMUSG00000024095",43.218385300255,-0.545618856435074,0.390372646808516,-1.39768721219524,0.162207016019337,0.29776811564946,"BP","Hnrnpll","72692",NA,"GO:0000166",NA
"ENSMUSG00000028546",55.615930251131,-0.472439459534805,0.337923810465925,-1.39806502206344,0.162093542340161,0.29776811564946,"BP","Elavl4","15572",NA,"GO:0000166",NA
"ENSMUSG00000032221",28.831192178107,0.616534644487988,0.44108456530967,1.39776970897891,0.162182233326759,0.29776811564946,"BP","Mns1","17427",NA,"GO:0005634",NA
"ENSMUSG00000032534",26.7457630081456,-0.640855525891283,0.458335355261751,-1.39822407007047,0.162045790832036,0.29776811564946,"BP","Cep63","28135",NA,"GO:0005515",NA
"ENSMUSG00000038246",2.71092735193606,1.05028871478339,0.751109833862883,1.39831575547595,0.16201826864489,0.29776811564946,"CC","Fam50b","108161","ENSMUSP00000046980","GO:0005634",NA
"ENSMUSG00000044949",2.27294388451261,-1.0470836307352,0.749025967653041,-1.39792700914772,0.162134987018722,0.29776811564946,"BP","Ubtd2","327900","ENSMUSP00000056765","GO:0003674",NA
"ENSMUSG00000049091",230.032868141512,-0.244727038587256,0.175015678315199,-1.39831494494172,0.162018511936146,0.29776811564946,"BP","Sephs2","20768","ENSMUSP00000081009","GO:0000166","00450"
"ENSMUSG00000075410",21.8298689718623,0.669903730518282,0.479236365575017,1.39785662908634,0.162156124923898,0.29776811564946,"BP","Gm11744","100038570",NA,"GO:0003674",NA
"ENSMUSG00000097417",12.7227515050355,0.829587352889379,0.593411546983501,1.39799664685737,0.162114074117807,0.29776811564946,NA,NA,NA,NA,NA,NA
"ENSMUSG00000024897",12.6755664620656,0.847313827566644,0.606426271936056,1.39722480172493,0.162345980723037,0.297943677352087,"BP","Apba1","319924","ENSMUSP00000025830","GO:0001540",NA
"ENSMUSG00000025384",3.29396309114178,1.06746851205472,0.764014178102469,1.3971841657519,0.162358197035822,0.297943677352087,"BP","Faap100","71885",NA,"GO:0003674",NA
"ENSMUSG00000020523",76.0194559550881,0.405052428490267,0.289931640526881,1.39706183069286,0.162394978571737,0.297960206963843,"BP","Fam114a2","67726",NA,"GO:0003674",NA
"ENSMUSG00000021460",50.6034898268398,0.492185915686894,0.35249432915263,1.39629456414255,0.162625810056545,0.298206012544697,"BP","Auh","11992",NA,"GO:0000288","00280"
"ENSMUSG00000031077",13.6525855361014,0.79024558047136,0.565940182335994,1.39634117727693,0.162611779476951,0.298206012544697,"BP","Fadd","14082","ENSMUSP00000033394","GO:0001916","04210"
"ENSMUSG00000042050",2.73272956874338,-1.0542020428571,0.75489660133568,-1.39648534778384,0.162568389853427,0.298206012544697,"BP","Wdr60","217935","ENSMUSP00000047334","GO:0003674",NA
"ENSMUSG00000045968",2.63878859435279,-1.06897312986402,0.765604617758554,-1.39624697274376,0.162640136036449,0.298206012544697,"BP","Teddm2","240817","ENSMUSP00000050017","GO:0003674",NA
"ENSMUSG00000008200",32.1600768473989,-0.618850568854506,0.443417696221631,-1.39563795971099,0.162823545405756,0.298491284195652,"BP","Fnbp4","55935",NA,"GO:0005515",NA
"ENSMUSG00000004567",27.7068770525262,0.657923384072693,0.47155996098066,1.39520620602409,0.162953666110341,0.298627763927526,"BP","Mcoln1","94178",NA,"GO:0005261","04142"
"ENSMUSG00000050552",15.3244741571579,0.794913965616916,0.569715493135676,1.39528233863145,0.16293071578732,0.298627763927526,"BP","Lamtor4","66096","ENSMUSP00000056693","GO:0005085",NA
"ENSMUSG00000087574",1.49680795119623,0.989317531417531,0.709139180141214,1.3950964198883,0.162986765647794,0.298637407663455,NA,NA,NA,NA,NA,NA
"ENSMUSG00000078864",2.86404850170255,-1.06606827488622,0.764801775758628,-1.39391448696462,0.163343429026698,0.299239806454648,"BP","Gm14322","626802",NA,"GO:0003674",NA
"ENSMUSG00000049755",12.2341361606439,-0.857992993596529,0.615799538282103,-1.39329918302647,0.163529337599921,0.299519490989725,"BP","Zfp672","319475",NA,"GO:0008150",NA
"ENSMUSG00000059921",17.1638405508388,0.763026002162607,0.547669126442083,1.39322442205129,0.163551936821198,0.299519490989725,"BP","Unc5c","22253",NA,"GO:0005042","04360"
"ENSMUSG00000047409",2.55419896501538,1.05456743573957,0.757088837312739,1.39292429602148,0.163642684514238,0.299532284502431,"BP","Ctdspl","69274",NA,"GO:0001933",NA
"ENSMUSG00000057440",13.8182394281449,0.834354198648358,0.598992001517246,1.39293045071544,0.16364082316737,0.299532284502431,"BP","Mpp7","75739","ENSMUSP00000111535","GO:0005912",NA
"ENSMUSG00000087610",1.60650600006262,1.01196924452206,0.726429024751816,1.39307380355266,0.163597473884102,0.299532284502431,NA,NA,NA,NA,NA,NA
"ENSMUSG00000029701",40.0841899019782,-0.550527379746707,0.395326133882023,-1.39259040210835,0.163743687032742,0.299666031130544,"BP","Rbm28","68272",NA,"GO:0000166","03008"
"ENSMUSG00000024560",44.5494767068631,-0.517725734414937,0.371811929474108,-1.3924398153314,0.163789254726413,0.299698298602245,"BP","Cxxc1","74322","ENSMUSP00000025444","GO:0000987",NA
"ENSMUSG00000044647",23.7381183962051,-0.68481253666291,0.49188099606835,-1.39223214992382,0.163852110140345,0.29976218239864,"BP","Csrnp3","77771",NA,"GO:0001228",NA
"ENSMUSG00000057265",1.59796623302049,1.01067627952304,0.726073892574097,1.39197441177779,0.163930146667141,0.299853813034116,"BP","Bbof1","72873",NA,"GO:0003674",NA
"ENSMUSG00000000743",137.464324479214,0.301372377454533,0.216540566705155,1.39175943815131,0.163995256607669,0.299870651591455,"BP","Chmp1a","234852","ENSMUSP00000000759","GO:0000794","04144"
"ENSMUSG00000025266",87.7653426820433,-0.372065780711487,0.267333339129556,-1.3917672293435,0.163992896517211,0.299870651591455,"BP","Gnl3l","237107",NA,"GO:0000166","03008"
"ENSMUSG00000001525",916.672089995632,0.124550335141669,0.0895027024316414,1.39158183784222,0.164049061835669,0.299917916730242,"BP","Tubb5","22154",NA,"GO:0000166","04145"
