"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000068394",10.7339438566887,-3.46043548252564,0.701441674956699,-4.93331891456158,8.08439934267103e-07,8.72529538714033e-06,"BP","Cep152","99100","ENSMUSP00000087208","GO:0000242",NA
"ENSMUSG00000033629",88.1460437243492,-1.49394148307178,0.302848483661784,-4.93296669347102,8.09899697365483e-07,8.73226527973558e-06,"BP","Hacd3","57874","ENSMUSP00000044955","GO:0005515",NA
"ENSMUSG00000033161",115.420611969296,-1.23515507043187,0.250555717949052,-4.9296622744927,8.2371890111955e-07,8.87234575422744e-06,"BP","Atp1a1","11928",NA,"GO:0000166","04260"
"ENSMUSG00000090625",126.212253114939,1.12243012257383,0.227754248933708,4.92825107689005,8.29689533751621e-07,8.92769239527321e-06,NA,NA,NA,NA,NA,NA
"ENSMUSG00000021607",122.287099499287,1.17939628656163,0.239477157213491,4.92488010249017,8.4412095428291e-07,9.06479439193899e-06,"BP","Mrpl36","94066","ENSMUSP00000022098","GO:0003735",NA
"ENSMUSG00000021832",389.797193827156,0.65915935418291,0.133840524474936,4.92496093219025,8.43772104072419e-07,9.06479439193899e-06,"BP","Psmc6","67089","ENSMUSP00000022380","GO:0000166","03050"
"ENSMUSG00000029561",12.2300104265261,3.42816647894132,0.696227198145981,4.92391921497805,8.48278671469735e-07,9.10033358752732e-06,"BP","Oasl2","23962",NA,"GO:0000166",NA
"ENSMUSG00000034165",256.255273398357,-0.832145865056805,0.169050057981068,-4.92248198548385,8.54534330058395e-07,9.1582860068596e-06,"BP","Ccnd3","12445",NA,"GO:0000122","04110"
"ENSMUSG00000005142",57.4628824980528,-1.91803216261818,0.389960472070865,-4.91852969720899,8.71966897807455e-07,9.33578930107623e-06,"BP","Man2b1","17159",NA,"GO:0003824","00511"
"ENSMUSG00000042626",38.3593724496885,-2.11444258575401,0.430134130865078,-4.91577495024978,8.84319399852813e-07,9.45860271348054e-06,"BP","Shc1","20416",NA,"GO:0000165","04012"
"ENSMUSG00000031508",143.555900508347,-1.15250727320987,0.23450158389396,-4.91470997369052,8.89139857439877e-07,9.50068963208665e-06,"BP","Ankrd10","102334",NA,"GO:0003674",NA
"ENSMUSG00000024683",133.907036850725,1.10976911260919,0.225840147240885,4.9139585063478,8.92556477281287e-07,9.52620480114302e-06,"BP","Mrpl16","94063","ENSMUSP00000128915","GO:0003735",NA
"ENSMUSG00000030619",207.985909785005,0.970496575617716,0.197504508961256,4.91379452915728,8.93303694066917e-07,9.52620480114302e-06,"BP","Eed","13626","ENSMUSP00000102853","GO:0000122",NA
"ENSMUSG00000024317",71.2108014795213,-1.65622851099164,0.33708377256991,-4.91340327172868,8.95089023090587e-07,9.53576468690746e-06,"BP","Rnf138","56515",NA,"GO:0000209",NA
"ENSMUSG00000052738",235.680807706898,0.861928936447919,0.175494004755042,4.91144377069188,9.04082147653949e-07,9.62201714288845e-06,"BP","Suclg1","56451",NA,"GO:0000166","00020"
"ENSMUSG00000028851",274.484905674868,0.78419463880251,0.159677208598838,4.9111244221,9.05556017599409e-07,9.62815159247419e-06,"BP","Nudc","18221","ENSMUSP00000030665","GO:0005515",NA
"ENSMUSG00000037949",41.3876891445747,-1.96543911088045,0.400276272384034,-4.91020639113668,9.09805845504988e-07,9.66375951542328e-06,"BP","Ano10","102566","ENSMUSP00000045214","GO:0005227",NA
"ENSMUSG00000034620",44.407326538111,1.83761315871933,0.374276114882957,4.90977939987963,9.11789047132963e-07,9.67524520043761e-06,"BP","Tmem5","216395",NA,"GO:0003674",NA
"ENSMUSG00000020964",84.6328680708906,-1.44519739413533,0.294546328677349,-4.90651980157059,9.27066333062264e-07,9.82763598922132e-06,"BP","Sel1l","20338",NA,"GO:0000839","04141"
"ENSMUSG00000004270",370.022657084175,0.688602993210861,0.140365917819784,4.90577060234065,9.30612399832751e-07,9.85548847522779e-06,"BP","Lpcat3","14792",NA,"GO:0004147","00564"
"ENSMUSG00000004285",122.03514239506,1.14420498816339,0.233264376101804,4.90518529783572,9.33391812207047e-07,9.87517491258107e-06,"BP","Atp6v1f","66144",NA,"GO:0006810","00190"
"ENSMUSG00000037656",19.7149218622089,-2.72276921782404,0.557107976896637,-4.88732764695131,1.02213908966217e-06,1.08034563092569e-05,"BP","Slc20a2","20516","ENSMUSP00000065935","GO:0005315",NA
"ENSMUSG00000047003",13.1203783497923,-3.34389015359872,0.684574507944498,-4.88462558098909,1.03625579792496e-06,1.09418820867509e-05,"BP","Zfp41","22701",NA,"GO:0003676",NA
"ENSMUSG00000029201",20.7769766078244,-2.88891178973874,0.591577798555331,-4.88340129868572,1.04271355328444e-06,1.09992438541155e-05,"BP","Ugdh","22235",NA,"GO:0001702","00040"
"ENSMUSG00000057193",40.0206944665733,-2.13938573874971,0.43811892938164,-4.88311642176527,1.04422174694658e-06,1.1004332908883e-05,"BP","Slc44a2","68682","ENSMUSP00000034697","GO:0004871",NA
"ENSMUSG00000028729",427.398267953334,0.657165889035953,0.134591354422431,4.88267535352501,1.04656099045479e-06,1.1018161242001e-05,"BP","Ebna1bp2","69072",NA,"GO:0005634",NA
"ENSMUSG00000027523",133.299227846089,1.06799470534236,0.218782050086433,4.88154629193953,1.05257206910212e-06,1.10705815267917e-05,"BP","Gnas","14683",NA,"GO:0000166","04020"
"ENSMUSG00000029614",244.245351249521,0.815380683220311,0.167098097280732,4.87965270993145,1.06272809433312e-06,1.11664515142073e-05,"BP","Rpl6","19988",NA,"GO:0000027","03010"
"ENSMUSG00000024856",140.548060856957,1.05436289291848,0.216087625993176,4.87933026276933,1.06446687608759e-06,1.11693491101961e-05,"BP","Cdk2ap2","52004","ENSMUSP00000137712","GO:0003674",NA
"ENSMUSG00000039316",45.8473415028289,-1.96234514279587,0.402184557008505,-4.87921554569876,1.06508614277877e-06,1.11693491101961e-05,"BP","Rftn1","76438",NA,"GO:0001765",NA
"ENSMUSG00000021094",93.704876973351,1.2778551025495,0.26192754464575,4.8786587309012,1.06809687437945e-06,1.1189983660491e-05,"BP","Dhrs7","66375","ENSMUSP00000021512","GO:0008150",NA
"ENSMUSG00000045252",15.8927141260016,-3.25034176582074,0.666715631882019,-4.87515457924033,1.08723284907745e-06,1.13793502486857e-05,"BP","Zfp574","232976",NA,"GO:0003676",NA
"ENSMUSG00000022221",71.1210878752423,1.4712833016943,0.302433326401169,4.86481869971791,1.14561771304685e-06,1.19787395960688e-05,"BP","Ripk3","56532",NA,"GO:0000166","04623"
"ENSMUSG00000036427",477.980357916479,0.609298739125496,0.125306694250876,4.86245960575435,1.15936043245527e-06,1.21106316644402e-05,"BP","Gpi1","14751","ENSMUSP00000049355","GO:0001525","00010"
"ENSMUSG00000091144",8.37464937310359,3.50197531591034,0.720361704736619,4.86141238892029,1.16551162165817e-06,1.21630434602615e-05,"BP","Phf11c","628705","ENSMUSP00000131536","GO:0003674",NA
"ENSMUSG00000059890",31.6772987462097,-2.37960326998929,0.489714424470276,-4.85916516051842,1.17881766227931e-06,1.2289947406154e-05,"BP","Ube4a","140630",NA,"GO:0000151","04120"
"ENSMUSG00000032469",44.6134349876366,-2.02713986244239,0.417212026334966,-4.85877619648209,1.18113554217392e-06,1.23021573751862e-05,"BP","Dbr1","83703",NA,"GO:0000375",NA
"ENSMUSG00000024696",216.840776257641,0.870979921798878,0.179327106657037,4.85693400197788,1.1921730783622e-06,1.24050754458484e-05,"BP","Lpxn","107321","ENSMUSP00000025601","GO:0002102",NA
"ENSMUSG00000030605",144.77440010568,1.03407001568808,0.212986342485995,4.85510011401822,1.20325937509508e-06,1.25083009457559e-05,"BP","Mfge8","17304",NA,"GO:0001525",NA
"ENSMUSG00000022385",33.3741788171808,-2.44163789322674,0.503043960026992,-4.85372668642265,1.21162696382895e-06,1.25830920309361e-05,"CC","Gtse1","29870",NA,"GO:0005737","04115"
"ENSMUSG00000001403",156.492964402466,0.976032196891533,0.201244830078176,4.84997401678532,1.23477648286157e-06,1.28111045533259e-05,"BP","Ube2c","68612",NA,"GO:0000166","04120"
"ENSMUSG00000028833",21.9519323646694,-2.75386256970703,0.567920368294455,-4.84902941230522,1.2406702632541e-06,1.28598169895555e-05,"BP","Ncdn","26562",NA,"GO:0005515",NA
"ENSMUSG00000034190",78.8273634208355,-1.56002417529895,0.321756620483223,-4.84846022113255,1.24423474061098e-06,1.28843149587593e-05,"BP","Chmp7","105513","ENSMUSP00000047700","GO:0000815",NA
"ENSMUSG00000004500",7.87583216487135,-3.57976923220332,0.738480805381247,-4.84747769490804,1.25041086132079e-06,1.2920989268033e-05,"BP","Zfp324","243834","ENSMUSP00000041944","GO:0003674",NA
"ENSMUSG00000026750",228.374705973897,0.826443138562345,0.170494773670516,4.84732241798485,1.25138962057106e-06,1.2920989268033e-05,"BP","Psmb7","19177","ENSMUSP00000028083","GO:0000502","03050"
"ENSMUSG00000030103",92.2116448759309,-1.54764295392198,0.319253752193019,-4.84768916039642,1.24907911216367e-06,1.2920989268033e-05,"BP","Bhlhe40","20893",NA,"GO:0000122","04710"
"ENSMUSG00000020530",152.090359300716,1.04437675616884,0.215565963954903,4.84481286845135,1.2673106775669e-06,1.30727970662862e-05,"BP","Ggnbp2","217039",NA,"GO:0005515",NA
"ENSMUSG00000022354",271.495618443724,0.812058449653054,0.167831643684311,4.83853004014263,1.30802928312771e-06,1.34798637362095e-05,"BP","Ndufb9","66218","ENSMUSP00000022980","GO:0005739","00190"
"ENSMUSG00000018160",120.813616221761,-1.1611234706106,0.240034177345042,-4.83732559860225,1.31597762847384e-06,1.35487600751127e-05,"BP","Med1","19014",NA,"GO:0000122",NA
"ENSMUSG00000026946",53.1819264961116,1.71372799653491,0.354316436294564,4.83671605657658,1.32001779910853e-06,1.35773259336877e-05,"BP","Nmi","64685","ENSMUSP00000028314","GO:0003712",NA
"ENSMUSG00000032218",286.563165770046,0.730957471102614,0.151188518742175,4.83474193135744,1.33318476042942e-06,1.36996227106196e-05,"BP","Ccnb2","12442","ENSMUSP00000034742","GO:0001701","04110"
"ENSMUSG00000020482",40.7345082275361,-2.25775223457946,0.467106307876281,-4.8334869311537,1.34162090366007e-06,1.37731187124069e-05,"BP","Ccdc117","104479","ENSMUSP00000020776","GO:0003674",NA
"ENSMUSG00000038252",93.7643706328266,-1.33678870242511,0.276694313809898,-4.83128360687435,1.35655605057338e-06,1.39131293599916e-05,"BP","Ncapd2","68298",NA,"GO:0000228",NA
"ENSMUSG00000030868",99.0601591706332,1.25552992515783,0.259911981251887,4.83059657007909,1.36124571555095e-06,1.39478930624934e-05,"BP","Dctn5","59288","ENSMUSP00000033156","GO:0000775","04962"
"ENSMUSG00000087242",176.603464354603,-0.987919772471343,0.204698317819965,-4.82622320980787,1.39146552372842e-06,1.42439333383192e-05,NA,NA,NA,NA,NA,NA
"ENSMUSG00000097333",21.694848229727,-2.73638962363845,0.567369340317917,-4.82294235727498,1.41455860327479e-06,1.44665249722897e-05,"BP","Zfp87","170763","ENSMUSP00000138087","GO:0003674",NA
"ENSMUSG00000040410",10.6152187404136,-3.38786531853017,0.702483515878864,-4.82269724762391,1.41629858432841e-06,1.44705249644525e-05,"BP","Fbxl4","269514",NA,"GO:0004842",NA
"ENSMUSG00000038876",85.9594413672057,-1.38828539021552,0.287908621507511,-4.82196532686777,1.42150659082631e-06,1.4509916942326e-05,"BP","Rnf146","68031",NA,"GO:0004842",NA
"ENSMUSG00000019857",181.225658805958,0.908994844960727,0.188519904595825,4.82174466886962,1.42308029965447e-06,1.45121724854498e-05,"BP","Asf1a","66403","ENSMUSP00000020004","GO:0000790",NA
"ENSMUSG00000026260",339.214693396853,0.682816596348144,0.141690011547075,4.81908773168025,1.44216130967614e-06,1.46927887276407e-05,"BP","Ndufa10","67273",NA,"GO:0005739","00190"
"ENSMUSG00000023030",70.9359315267062,-1.55393747041522,0.322482813127791,-4.81866756043038,1.44520124296873e-06,1.47097902605014e-05,"BP","Slc11a2","18174",NA,"GO:0000041","04142"
"ENSMUSG00000036202",59.0088855524951,-1.74938626644713,0.363134006673134,-4.81746747564129,1.45391780977947e-06,1.47844836619091e-05,"BP","Rif1","51869",NA,"GO:0000781",NA
"ENSMUSG00000059070",198.23550895179,0.896953038223113,0.186209337282075,4.81690688187342,1.45800686759795e-06,1.48120243140065e-05,"BP","Rpl18","19899",NA,"GO:0003723","03010"
"ENSMUSG00000027699",35.78495285146,-2.30963329088862,0.479573457748523,-4.81601567720568,1.46453022471746e-06,1.4864219726366e-05,"BP","Ect2","13605",NA,"GO:0000902",NA
"ENSMUSG00000031835",57.2649201211588,-1.77633754054038,0.368898581360899,-4.81524633135566,1.47018417291565e-06,1.49075007627969e-05,"BP","Mbtps1","56453",NA,"GO:0004175","04141"
"ENSMUSG00000031708",284.392357143874,0.796695962166955,0.165478790313959,4.81448988511096,1.47576378066546e-06,1.49437913885701e-05,"BP","Tecr","106529",NA,"GO:0005634","01040"
"ENSMUSG00000038828",90.9990507824049,-1.37511497003256,0.285626380034564,-4.81438363594482,1.47654911184604e-06,1.49437913885701e-05,"BP","Tmem214","68796",NA,"GO:0003674",NA
"ENSMUSG00000031617",45.750378519636,-2.03479515054775,0.422918413852777,-4.81131841011796,1.49937925299032e-06,1.51605472441849e-05,"BP","Tmem184c","234463",NA,"GO:0005215",NA
"ENSMUSG00000029530",64.4654925065308,-1.52671953603302,0.317551008714657,-4.80779306043674,1.52605612871153e-06,1.54157534357978e-05,"BP","Ccr9","12769",NA,"GO:0002305","04060"
"ENSMUSG00000002767",106.732325350298,1.17642728092439,0.244821716618524,4.80524071627794,1.54565427766389e-06,1.55990395962166e-05,"BP","Mrpl2","27398",NA,"GO:0003723",NA
"ENSMUSG00000041219",32.2444733492177,-2.22224576793079,0.462506318095911,-4.80479007741892,1.54913954201024e-06,1.56195197431258e-05,"BP","Arhgap11a","228482",NA,"GO:0003674",NA
"ENSMUSG00000026005",119.650758474328,-1.19407522871073,0.248582089560947,-4.80354490067945,1.55880912785415e-06,1.57022575808632e-05,"BP","Rpe","66646",NA,"GO:0003824","00030"
"ENSMUSG00000021929",71.8650787527523,-1.55197454804473,0.323341582358551,-4.79979882798915,1.58825087870508e-06,1.59838231020151e-05,"BP","Kpna3","16648","ENSMUSP00000022496","GO:0005634",NA
"ENSMUSG00000010025",17.1320989930055,-3.09436405797413,0.644803818395652,-4.79892328440807,1.59520876882871e-06,1.60388000674737e-05,"BP","Aldh3a2","11671",NA,"GO:0000302","00010"
"ENSMUSG00000029390",142.218128615485,-1.07940683898186,0.225029615109084,-4.7967323699088,1.61274846589822e-06,1.61999677361012e-05,"BP","Tmed2","56334",NA,"GO:0001701",NA
"ENSMUSG00000056459",44.464373675262,1.83305506057429,0.382427710728778,4.79320668756221,1.64136367020975e-06,1.64719826510853e-05,"CC","Zbtb25","109929",NA,"GO:0003677",NA
"ENSMUSG00000020238",42.2360613105126,-1.94141846673265,0.405297765219826,-4.79010405023986,1.66694850858832e-06,1.67131061683509e-05,"BP","Ncln","103425",NA,"GO:0003674",NA
"ENSMUSG00000085793",21.595213041422,-2.7101831984069,0.565918416504861,-4.78899982641512,1.67614626054903e-06,1.67896331308777e-05,"BP","Lin52","217708","ENSMUSP00000133045","GO:0003674",NA
"ENSMUSG00000049109",32.9829141534941,-2.26097456793492,0.472301365736014,-4.78714382799107,1.69171599960562e-06,1.69297847423219e-05,"BP","Themis","210757",NA,"GO:0002250",NA
"ENSMUSG00000032396",16.7076874976941,-3.10003386597451,0.647907230179393,-4.78468787131171,1.71253249711827e-06,1.71221329255217e-05,"BP","Dis3l","213550",NA,"GO:0000175",NA
"ENSMUSG00000060373",267.369507777813,0.795789734873819,0.166519686390308,4.77895288013309,1.76210480306978e-06,1.76013597088758e-05,"BP","Hnrnpc","15381",NA,"GO:0000166","03040"
"ENSMUSG00000059734",259.444288488649,0.80873009404448,0.169250696025443,4.77829700577956,1.76786116336235e-06,1.764243214935e-05,"BP","Ndufs8","225887","ENSMUSP00000074600","GO:0003954","00190"
"ENSMUSG00000075327",13.2208382538817,-3.2176439591136,0.674092002608552,-4.77330089462892,1.81230711674711e-06,1.80691735580511e-05,"BP","Zbtb2","381990","ENSMUSP00000097655","GO:0003674",NA
"ENSMUSG00000028945",292.318390685119,0.795042577127272,0.166576366663367,4.77284138832231,1.81644842907003e-06,1.80936478617115e-05,"BP","Rheb","19744","ENSMUSP00000030787","GO:0000166","04150"
"ENSMUSG00000036825",27.4190992994686,-2.42897435600876,0.509429697423581,-4.76802661543524,1.86039210906626e-06,1.85141804694461e-05,"BP","Ssx2ip","99167",NA,"GO:0005515","04520"
"ENSMUSG00000020788",65.8283362332308,-1.5471242204962,0.324527755652117,-4.76730940127866,1.86702479442286e-06,1.85629675575241e-05,"BP","Atp2a3","53313",NA,"GO:0000166","04020"
"ENSMUSG00000036435",43.0862264208005,-2.06778128812026,0.434231808319529,-4.76192956965208,1.9175060975624e-06,1.90472272357865e-05,"BP","Exoc1","69940",NA,"GO:0000145",NA
"ENSMUSG00000027722",15.0134687447095,-3.01346803075838,0.633292074134595,-4.75841740933887,1.95116696080677e-06,1.9363662493557e-05,"BP","Spata5","57815",NA,"GO:0000166","03008"
"ENSMUSG00000026972",72.3994403296413,1.5404055140251,0.323791311349573,4.75740225271839,1.9610015930729e-06,1.94432764237395e-05,"BP","Arrdc1","215705",NA,"GO:0003674",NA
"ENSMUSG00000048310",28.4160422943344,-2.34477926576792,0.493065033339915,-4.75551723853727,1.9793896816479e-06,1.9607472303526e-05,"BP","Pskh1","244631","ENSMUSP00000061700","GO:0000166",NA
"ENSMUSG00000037466",24.3234247007803,-2.51179065754999,0.528712139843654,-4.7507716737746,2.02641841691445e-06,2.00548125245924e-05,"BP","4930427A07Rik","104732",NA,"GO:0003674",NA
"ENSMUSG00000024580",68.0884017912168,1.42050571171275,0.299684417976412,4.74000524052791,2.13712691363319e-06,2.11289399601453e-05,"BP","Grpel2","17714","ENSMUSP00000053440","GO:0000774",NA
"ENSMUSG00000051232",119.092050142138,1.09192781597364,0.230372391537194,4.73983800180041,2.1388915731467e-06,2.11289399601453e-05,"BP","Tmem199","195040",NA,"GO:0003674",NA
"ENSMUSG00000032253",30.4562013652856,-2.42872031784424,0.512584792244671,-4.73818254967843,2.15643512761741e-06,2.12826458593189e-05,"BP","Phip","83946",NA,"GO:0001932",NA
"ENSMUSG00000039740",35.1578685528217,-2.52000231108363,0.532530582223977,-4.73212693355467,2.22179397718226e-06,2.19075420838339e-05,"BP","Alg2","56737","ENSMUSP00000043580","GO:0000033","00510"
"ENSMUSG00000021877",290.666101102333,0.72858580933657,0.154263361630777,4.72299969114124,2.32391202632463e-06,2.28934143419748e-05,"BP","Arf4","11843",NA,"GO:0000166",NA
"ENSMUSG00000027198",73.7884207936751,-1.55329301525692,0.328918280764221,-4.72242835408219,2.33045197735658e-06,2.29367787275976e-05,"BP","Ext2","14043",NA,"GO:0000139","00534"
"ENSMUSG00000020743",101.364278786423,1.20459063524955,0.255129391645924,4.72148907453718,2.34124209626356e-06,2.3021856286632e-05,"BP","Mif4gd","69674",NA,"GO:0003723",NA
"ENSMUSG00000014668",71.0315590573344,-1.68291213575347,0.356526711862534,-4.72029746933059,2.35499988522269e-06,2.30968495101678e-05,"BP","Chfr","231600",NA,"GO:0000166",NA
"ENSMUSG00000034203",206.759435777419,0.884463494819406,0.187375647853655,4.72026917558782,2.35532749479153e-06,2.30968495101678e-05,"BP","Chchd4","72170","ENSMUSP00000041380","GO:0005515",NA
"ENSMUSG00000066979",423.126212260672,0.591689076748264,0.125340825314224,4.72064130154661,2.35102219137536e-06,2.30968495101678e-05,"BP","Bub3","12237","ENSMUSP00000081547","GO:0000070","04110"
"ENSMUSG00000010358",76.1781205780567,1.39276780283832,0.295189428766008,4.71821707389918,2.37920554377604e-06,2.33096959576524e-05,"BP","Ifi35","70110",NA,"GO:0003674",NA
"ENSMUSG00000030612",159.156692189948,0.962830972353754,0.204151094571825,4.71626652001618,2.40211731632854e-06,2.35126957751574e-05,"BP","Mrpl46","67308","ENSMUSP00000032841","GO:0003735",NA
"ENSMUSG00000041096",48.7213408298423,-1.89237733445771,0.401266550180062,-4.71601067571803,2.40513820604542e-06,2.35208046257569e-05,"BP","Tspyl2","52808",NA,"GO:0005634",NA
"ENSMUSG00000029752",1139.57639133681,0.393081927145033,0.0834088198547195,4.71271416895357,2.44438954836512e-06,2.38828880463215e-05,"BP","Asns","27053",NA,"GO:0000166","00250"
"ENSMUSG00000037295",23.7028898366036,-2.523596651588,0.535696192970821,-4.71087285051036,2.46658095269229e-06,2.40777802188197e-05,"BP","Ldlrap1","100017","ENSMUSP00000036749","GO:0001540","04144"
"ENSMUSG00000037058",283.893031308961,0.725822705861752,0.154197207411899,4.707106685291,2.51257429727085e-06,2.4504451873747e-05,"BP","Paip2","67869",NA,"GO:0000900",NA
"ENSMUSG00000071350",29.3183847804553,-2.71560514267372,0.577205117289835,-4.70474890351694,2.54178593408831e-06,2.47668297010893e-05,"BP","Setdb2","239122","ENSMUSP00000131536","GO:0003677","00310"
"ENSMUSG00000017802",17.2383830393428,-2.93359131777653,0.623791289483909,-4.70284110604306,2.56566084386179e-06,2.4976778160571e-05,"BP","Fam134c","67998",NA,"GO:0003674",NA
"ENSMUSG00000037608",166.00584267239,-0.968248451341896,0.205995030629264,-4.70034858794474,2.5971776552981e-06,2.52606726074687e-05,"BP","Bclaf1","72567",NA,"GO:0003677",NA
"ENSMUSG00000045826",316.328178115501,0.740120250615714,0.157491415181492,4.69943234533008,2.608856285083e-06,2.53512773789587e-05,"BP","Ptprcap","19265","ENSMUSP00000053412","GO:0005886",NA
"ENSMUSG00000038374",211.588070952647,0.8321348679492,0.177244097014998,4.69485236441352,2.66799343345988e-06,2.59024738046675e-05,"BP","Rbm8a","60365",NA,"GO:0000184","03013"
"ENSMUSG00000024853",186.574298937385,-0.934475627254428,0.199106538717466,-4.69334474534991,2.68773985334457e-06,2.60705905485358e-05,"BP","Sf3b2","319322","ENSMUSP00000025774","GO:0000398","03040"
"ENSMUSG00000017721",86.2959700157664,-1.37449795548539,0.292892978702491,-4.69283340821067,2.6944690162303e-06,2.6112252580053e-05,"BP","Pigt","78928",NA,"GO:0003923","00563"
"ENSMUSG00000005682",15.145958213995,-3.15901183312654,0.673391784511667,-4.69119449596108,2.71614612597502e-06,2.62985700717148e-05,"BP","Pan2","103135","ENSMUSP00000005825","GO:0000175","03018"
"ENSMUSG00000033769",16.8719623152583,-3.13307481437444,0.66799487388417,-4.69026775034461,2.72847771958153e-06,2.63941469573225e-05,"BP","Exoc6b","75914",NA,"GO:0000145",NA
"ENSMUSG00000029203",170.580695101701,0.940695214754591,0.200591190375503,4.68961380105292,2.737211705768e-06,2.6454781242774e-05,"BP","Ube2k","53323",NA,"GO:0000166","04120"
"ENSMUSG00000002984",271.594547215285,0.77886064603341,0.166114236418649,4.6887049709002,2.7493943824814e-06,2.65486075024846e-05,"BP","Tomm40","53333",NA,"GO:0005654","05014"
"ENSMUSG00000056770",39.2745783625124,-2.02037673812572,0.431034406629226,-4.68727486031907,2.76867013653045e-06,2.67106953459521e-05,"BP","Setd3","52690",NA,"GO:0000790",NA
"ENSMUSG00000027993",21.1534543347867,-2.76140817975348,0.589291006096249,-4.68598392167292,2.78618137237636e-06,2.685548406366e-05,"BP","Trim2","80890",NA,"GO:0004842",NA
"ENSMUSG00000005779",330.747449496392,0.653747148478465,0.139526072505664,4.68548377187301,2.79299429337963e-06,2.68969863369629e-05,"BP","Psmb4","19172",NA,"GO:0000502","03050"
"ENSMUSG00000090272",25.6075552704169,2.28633224864531,0.488259583953632,4.68261622256744,2.83236499618583e-06,2.72516696673377e-05,"BP","Mndal","100040462","ENSMUSP00000140539","GO:0000978",NA
"ENSMUSG00000028772",109.961294810787,1.15708193798337,0.247141515588449,4.68185984547492,2.84283828373787e-06,2.73279293081899e-05,"BP","Zcchc17","619605","ENSMUSP00000146234","GO:0002230",NA
"ENSMUSG00000073684",54.0408951706884,1.65143371703179,0.352814026419065,4.68074847758533,2.85829444243189e-06,2.74519093808498e-05,"BP","Faap20","67513",NA,"GO:0005634",NA
"ENSMUSG00000040204",287.370816748514,0.764398336867141,0.16360543156291,4.67220635381663,2.9798135854641e-06,2.8593416945312e-05,"BP","2810417H13Rik","68026","ENSMUSP00000038877","GO:0003682",NA
"ENSMUSG00000029676",23.825152198704,-2.53715104575727,0.543060872197101,-4.67194595606296,2.98359472893809e-06,2.86041146130901e-05,"BP","Pot1a","101185",NA,"GO:0000723",NA
"ENSMUSG00000043998",237.694382232363,-0.813650550984584,0.174219969590623,-4.67024849617684,3.0083559807877e-06,2.88157526445451e-05,"BP","Mgat2","217664",NA,"GO:0005794","00510"
"ENSMUSG00000041361",34.6250141852159,-2.08265828269216,0.446032716258496,-4.66929488976132,3.02235282521915e-06,2.89239974210089e-05,"BP","Myzap","102371","ENSMUSP00000128698","GO:0005515",NA
"ENSMUSG00000020153",316.127639057883,0.744327014127307,0.159448490060731,4.66813460474794,3.0394675185285e-06,2.90618605514918e-05,"BP","Ndufs7","75406",NA,"GO:0002020","00190"
"ENSMUSG00000030243",26.0312257922727,-2.36801350757966,0.507341863415928,-4.66749085446221,3.04900316791034e-06,2.91270756770633e-05,"BP","Recql","19691",NA,"GO:0000166",NA
"ENSMUSG00000022718",19.6861475137173,-2.82474253918248,0.605454758093548,-4.66548904178573,3.07883904398812e-06,2.93598091234707e-05,"BP","Dgcr8","94223","ENSMUSP00000144454","GO:0003723",NA
"ENSMUSG00000034263",61.6146023501555,-1.61814854407949,0.346822640392744,-4.66563700180326,3.07662423342442e-06,2.93598091234707e-05,"BP","Vwa9","69882",NA,"GO:0003674",NA
"ENSMUSG00000037012",99.8638448315628,-1.2924113689306,0.277040531581258,-4.6650624064065,3.08523390709491e-06,2.93946619496574e-05,"BP","Hk1","15275",NA,"GO:0000166","00010"
"ENSMUSG00000050908",94.4869649464227,1.21593954833568,0.260831262680006,4.66178607518924,3.13476942398162e-06,2.98401121388419e-05,"BP","Tvp23a","383103",NA,"GO:0003674",NA
"ENSMUSG00000022019",12.3446402691744,-3.14983978062868,0.6760061443195,-4.65948395158369,3.17003108983938e-06,3.01490190884724e-05,"BP","Tdrd3","219249",NA,"GO:0003682",NA
"ENSMUSG00000042354",141.251493605812,1.0020154282049,0.215135130684627,4.6576094988121,3.19902280781992e-06,3.03978004271852e-05,"BP","Gnl3","30877","ENSMUSP00000047119","GO:0000166","03008"
"ENSMUSG00000036550",81.9133200976473,-1.42318658157872,0.305628814250449,-4.65658509675885,3.2149742870893e-06,3.05223399574283e-05,"BP","Cnot1","234594",NA,"GO:0000122","03018"
"ENSMUSG00000028811",212.396419771442,-0.931706028909604,0.20010149907867,-4.65616716116307,3.22150405952258e-06,3.05572904956306e-05,"BP","Yars","107271",NA,"GO:0000049","00970"
"ENSMUSG00000020706",155.534753972985,-1.0088810199345,0.216702825844198,-4.65559697250947,3.23043313244649e-06,3.06149175308179e-05,"BP","Ftsj3","56095",NA,"GO:0000179",NA
"ENSMUSG00000025997",156.884519061393,-1.03208891233023,0.221890321928429,-4.65134713114317,3.29773684080787e-06,3.1225172840412e-05,"BP","Ikzf2","22779",NA,"GO:0003676",NA
"ENSMUSG00000022808",58.8160863802247,-1.83411847245439,0.394490132738627,-4.64933928694637,3.33000039682634e-06,3.14751050723815e-05,"BP","Snx4","69150","ENSMUSP00000023502","GO:0005154",NA
"ENSMUSG00000051341",9.44043059385038,-3.37330405969075,0.725532465725708,-4.64941848786412,3.32872202175124e-06,3.14751050723815e-05,"BP","Zfp52","22710","ENSMUSP00000078233","GO:0003700",NA
